caption,path,label
a truck makes a local delivery,cc/training/1714364_1892224864,truck
an articulated truck traveling along the dual carriageway,cc/training/2853584_4019144896,truck
there are few finer sights on the road than an iconic truck in full flow !,cc/training/284807_3161734580,truck
a fleet of autonomous truck driving on highway .,cc/training/1298154_1670466023,truck
truck on the motor show,cc/training/2379734_1317233276,truck
a man walks off into the desert after completing a trans trip atop a truck driving south .,cc/training/2788870_1429975748,truck
landscape background with car and truck on the road .,cc/training/1970714_3236904644,truck
black truck without a trailer on a white background,cc/training/2666951_2115533280,truck
a truck entering a roundabout,cc/training/2743856_363224880,truck
i would definitely get this kind of truck but in gray or flat black,cc/training/3121614_1057861806,truck
festival featured the annual fun run and parade in addition to the truck and tractor pulls .,cc/training/991798_275025340,truck
film character arrives atop a fire truck on saturday morning for the annual celebration .,cc/training/2993901_3859092579,truck
"with the winter time dust and dirt that get stuck on your truck , you leave yourself open to rogue authors who want to send a message .",cc/training/2894550_2764787417,truck
a truck displaying one of opposition political party stickers,cc/training/2276540_1428006697,truck
automotive industry business unveils its self - driving truck during an event .,cc/training/2521654_605091757,truck
overhead crane loads a logs in the truck .,cc/training/2944782_143802173,truck
a truck and other traffic traveling along the road,cc/training/2922509_2526583954,truck
vintage truck outside a vineyard,cc/training/2713408_2822440064,truck
fifth wheel and dodge truck camped in the equestrian parking area,cc/training/2316219_3311118053,truck
distracted man going to be hit by a truck while using his cellphone,cc/training/7491_110712181,truck
a bright food truck is parked on the street,cc/training/324475_2605018143,truck
photo released of truck doing donuts in the grass,cc/training/1905397_1001608674,truck
"a mile away , a semi truck hauling fuel crashed into the rear of another big rig , according to photographer and person .",cc/training/1840188_704640641,truck
a garbage truck passes through,cc/training/2187249_4264345976,truck
an abandoned half - ton truck in a field,cc/training/341109_3365685810,truck
what truck is the most powerful truck ?,cc/training/2687001_142146596,truck
old blue pick up truck with no wheels,cc/training/2058078_1106970216,truck
the back of the 4x4 offroad truck with the big wheels and springs on the engine,cc/training/792802_1457889084,truck
the fire truck is a toy with every child likes to play,cc/training/949336_1964572758,truck
a truck loads barrels of beer,cc/training/2332080_1507366563,truck
truck with a lot of garbage,cc/training/474630_1343968644,truck
"an old , rusty pick - up truck in a parking lot",cc/training/2858596_3320085827,truck
a pick - up truck whirls around and later tumbles down a cliff and rolls over till it reaches the bottom,cc/training/1427857_339402537,truck
aerial view of truck and cars driving along the road under the railway bridge over the river in the city,cc/training/1368478_260881753,truck
"man is dead , another injured after a truck rolled over .",cc/training/2326310_3552774543,truck
a truck traveling along the dual carriageway,cc/training/1931492_2803141028,truck
"video : truck vs person , the image #",cc/training/3310163_3936155752,truck
fire truck isolated on a white background,cc/training/1108298_52976328,truck
a classic pickup truck with a decal on the side,cc/training/1870156_3598752951,truck
a truck is loaded onto an aircraft in support,cc/training/287918_1118951261,truck
a man on a truck fuels a jet airliner,cc/training/910735_2063692497,truck
racing skin for the truck,cc/training/686636_1460778786,truck
a vector illustration of a fire truck,cc/training/2346786_2098139148,truck
food truck custom fabricated for restaurant .,cc/training/739171_3105608129,truck
person articulated tipping truck traveling through the small rural town,cc/training/1760186_827027842,truck
pickup truck filled with pumpkins on a farm,cc/training/1638181_930118164,truck
"small trucks - he already has the pack with ambulance , police car & fire truck .",cc/training/185656_2849354797,truck
a truck hauling a shipping container along the dual carriageway,cc/training/669411_1975200493,truck
the writings behind the truck,cc/training/962359_3064228704,truck
smiling man at the wheel of a pickup truck .,cc/training/2201126_3099190957,truck
food truck day at the museum .,cc/training/1728995_966216831,truck
old fire truck parked in the street,cc/training/53944_1152534821,truck
"old , abandoned , rusty truck sitting under a tree",cc/training/1957870_716569837,truck
15 - pick up truck of a clear fan,cc/training/2551241_1919978201,truck
truck that stuck in the mud,cc/training/2830596_154732139,truck
abandoned 1960s vintage truck in a rural field,cc/training/1842017_1871431412,truck
big refrigerated truck isolated on a white background,cc/training/846317_858304738,truck
a woman riding a bicycle is passing a truck filled with various sundry items at the main market,cc/training/575106_455577439,truck
farmer loading his combine harvester on a small truck,cc/training/628863_1681358421,truck
illustrating a logo for a truck !,cc/training/432734_2578441722,truck
a fire truck at a blaze last month .,cc/training/2485363_85937681,truck
"monarch , standing by a first aid truck wearing an officer 's uniform .",cc/training/2881997_2787168367,truck
a truck traveling along the motorway,cc/training/1819962_3655498568,truck
my son having a little fun truck .,cc/training/488867_3670621116,truck
old industrial truck for stone waiting on a site,cc/training/2993759_2565049984,truck
a truck makes a local delivery,cc/training/2409477_2366039769,truck
tires and rear of a dump truck,cc/training/175537_2111376991,truck
a truck drives past containers,cc/training/1879804_2329486129,truck
delivery truck with a big box on white background,cc/training/1922388_1392720338,truck
got this from an amazing food truck yesterday .,cc/training/313664_297722755,truck
this truck has been parked in this field so long it is rapidly becoming part of the landscape,cc/training/2615266_2885477131,truck
i 'd trade my truck for this any day,cc/training/1420985_2328727527,truck
the men on the truck,cc/training/3032022_3540967885,truck
"biological species is picked up , shredded for silage and transfered into a moving truck in a continuous process",cc/training/2524337_3873134727,truck
a truck belonging to person transports an old wooden boat through the town .,cc/training/3146531_961289463,truck
